,FechaHora,Slope,,,
7594,44585.04861,-1,0,,
7595,44585.05556,0,0,,
7596,44585.0625,-1,0,,
7597,44585.06944,-1,0,,
7598,44585.07639,-2,0,,
7599,44585.08333,3,0,,
7600,44585.09028,3,0,,
7601,44585.09722,1,0,,
7602,44585.10417,-1,pos,,
7603,44585.11111,-2,0,,
7604,44585.11806,1,0,,
7605,44585.125,0,0,,
7606,44585.13194,0,0,,
7607,44585.13889,1,0,,
7608,44585.14583,0,0,,
7609,44585.15278,0,0,,
7610,44585.15972,1,0,,
7611,44585.16667,0,0,,
7612,44585.17361,0,0,,
7613,44585.18056,0,0,,
7614,44585.1875,0,0,,
7615,44585.19444,-1,0,,
7616,44585.20139,0,0,,
7617,44585.20833,1,0,,
7618,44585.21528,0,0,,
7619,44585.21531,0,0,,
7620,44585.22229,1,0,,
7621,44585.22917,0,0,,
7622,44585.22917,0,0,,
7623,44585.23616,0,0,,
7624,44585.24306,-1,0,,
7625,44585.25041,-2,0,,
7626,44585.26389,-2,0,,
7627,44585.27083,1,0,,
7628,44585.27779,0,0,,
7629,44585.27845,1,0,,
7630,44585.28472,0,0,,
7631,44585.29167,1,0,,
7632,44585.29167,1,0,,
7633,44585.29861,1,0,,
7634,44585.30556,0,0,,
7635,44585.3125,-1,0,,
7636,44585.31944,0,0,,
7637,44585.32639,0,0,,
7638,44585.33333,0,0,,
7639,44585.34028,0,0,,
7640,44585.34722,0,0,,
7641,44585.35417,-2,0,,
7642,44585.36111,-2,0,,
7643,44585.38889,-6,0,,
7644,44585.39583,-1,0,,
7645,44585.40278,0,0,,
7646,44585.40972,1,0,,
7647,44585.41667,-2,pos,,
7648,44585.42361,-1,0,,
7649,44585.43056,-3,0,,
7650,44585.4375,0,0,,
7651,44585.44444,4,0,,
7652,44585.45139,4,0,,
7653,44585.45833,0,0,,
7654,44585.46528,0,0,,
7655,44585.47222,1,0,,
7656,44585.47917,-2,pos,,
7657,44585.48611,-2,0,,
7658,44585.49306,1,0,,
7659,44585.5,0,0,,
7660,44585.50694,0,0,,
7661,44585.51389,-1,0,,
7662,44585.52083,0,0,,
7663,44585.52778,0,0,,
7664,44585.53472,1,0,,
7665,44585.54167,0,0,,
7666,44585.54861,-1,0,,
7667,44585.55556,-3,0,,
7668,44585.5625,-4,0,,
7669,44585.56944,0,0,,
7670,44585.57639,0,0,,
7671,44585.58333,0,0,,
7672,44585.59028,-1,0,,
7673,44585.59722,1,0,,
7674,44585.60417,-1,pos,,
7675,44585.61111,-1,0,,
7676,44585.61806,0,0,,
7677,44585.625,0,0,,
7678,44585.63194,3,0,,
7679,44585.63889,3,0,,
7680,44585.64583,3,0,,
7681,44585.65278,1,0,,
7682,44585.65972,1,0,,
7683,44585.66667,0,0,,
7684,44585.67361,0,0,,
7685,44585.68056,2,0,,
7686,44585.6875,2,0,,
7687,44585.69444,1,0,,
7688,44585.70139,1,0,,
7689,44585.70833,1,0,,
7690,44585.71528,0,0,,
7691,44585.72222,0,0,,
7692,44585.72917,0,0,,
7693,44585.73611,1,0,,
7694,44585.74306,-2,pos,,
7695,44585.75,-1,0,,
7696,44585.75694,-1,0,,
7697,44585.76389,2,0,,
7698,44585.77083,1,0,,
7699,44585.77778,1,0,,
7700,44585.78472,0,0,,
7701,44585.79167,0,0,,
7702,44585.79861,0,0,,
7703,44585.80556,0,0,,
7704,44585.8125,-3,0,,
7705,44585.81944,0,0,,
7706,44585.82639,0,0,,
7707,44585.83333,0,0,,
7708,44585.84028,2,0,,
7709,44585.84722,1,0,,
7710,44585.85417,0,0,,
7711,44585.86111,1,0,,
7712,44585.86806,0,0,,
7713,44585.875,0,0,,
7714,44585.88194,-1,0,,
7715,44585.88889,0,0,,
7716,44585.89583,-1,0,,
7717,44585.90278,-1,0,,
7718,44585.90972,0,0,,
7719,44585.91667,-1,0,,
7720,44585.92361,1,0,,
7721,44585.93056,1,0,,
7722,44585.9375,1,0,,
7723,44585.94444,0,0,,
7724,44585.95139,0,0,,
7725,44585.95833,0,0,,
7726,44585.96528,-2,0,,
7727,44585.97222,-2,0,,
7728,44585.97917,-2,0,,
7729,44585.98611,-1,0,,
7730,44585.99306,0,0,,
7731,44586,0,0,,
7732,44586.00694,-1,0,,
7733,44586.01389,-3,0,,
7734,44586.02083,0,0,,
7735,44586.02778,-1,0,,
7736,44586.03472,0,0,,
7737,44586.04167,-1,0,,
7738,44586.04861,-3,0,,
7739,44586.05556,-3,0,,
7740,44586.0625,-2,0,,
7741,44586.06944,-2,0,,
7742,44586.07639,0,0,,
7743,44586.08333,-1,0,,
7744,44586.09028,0,0,,
7745,44586.09722,0,0,,
7746,44586.10417,-1,0,,
7747,44586.11111,0,0,,
7748,44586.11806,-3,0,,
7749,44586.125,-3,0,,
7750,44586.13194,-2,0,,
7751,44586.13889,-2,0,,
7752,44586.14583,-3,0,,
7753,44586.15278,-1,0,,
7754,44586.15972,-1,0,,
7755,44586.16667,-1,0,,
7756,44586.17361,-1,0,,
7757,44586.18056,0,0,,
7758,44586.1875,0,0,,
7759,44586.20139,-4,0,,
7760,44586.20833,-2,0,,
7761,44586.21528,-1,0,,
7762,44586.22222,0,0,,
7763,44586.22917,0,0,,
7764,44586.23613,0,0,,
7765,44586.25005,-1,0,,
7766,44586.25047,-2,0,,
7767,44586.25694,-2,0,,
7768,44586.26389,-2,0,,
7769,44586.27083,-1,0,,
7770,44586.27778,-1,0,,
7771,44586.28472,0,0,,
7772,44586.29167,1,0,,
7773,44586.30556,-2,pos,,
7774,44586.3125,-2,0,,
7775,44586.31944,-3,0,,
7776,44586.32639,-4,0,,
7777,44586.33333,0,0,,
7778,44586.34028,-1,0,,
7779,44586.34722,0,0,,
7780,44586.35417,0,0,,
7781,44586.36111,0,0,,
7782,44586.36806,-1,0,,
7783,44586.375,-3,0,,
7784,44586.38194,-3,0,,
7785,44586.38889,-2,0,,
7786,44586.39583,0,0,,
7787,44586.40278,-1,0,,
7788,44586.40972,0,0,,
7789,44586.41667,0,0,,
7790,44586.42361,0,0,,
7791,44586.43056,-3,0,,
7792,44586.4375,-3,0,,
7793,44586.44444,-3,0,,
7794,44586.45139,-2,0,,
7795,44586.45833,-1,0,,
7796,44586.46528,-1,0,,
7797,44586.47222,0,0,,
7798,44586.47917,-1,0,,
7799,44586.48611,0,0,,
7800,44586.49306,-3,0,,
7801,44586.5,-3,0,,
7802,44586.50694,-2,0,,
7803,44586.51389,-2,0,,
7804,44586.52083,-1,0,,
7805,44586.52778,-1,0,,
7806,44586.53472,0,0,,
7807,44586.54167,-1,0,,
7808,44586.54861,0,0,,
7809,44586.55556,-1,0,,
7810,44586.5625,-2,0,,
7811,44586.56944,-2,0,,
7812,44586.57639,-2,0,,
7813,44586.58333,0,0,,
7814,44586.59028,-1,0,,
7815,44586.59722,-3,0,,
7816,44586.60417,-2,0,,
7817,44586.61111,-3,0,,
7818,44586.61806,-2,0,,
7819,44586.625,-2,0,,
7820,44586.63194,-1,0,,
7821,44586.63889,-1,0,,
7822,44586.64583,-1,0,,
7823,44586.65278,-2,0,,
7824,44586.65972,-1,0,,
7825,44586.66667,-1,0,,
7826,44586.67361,-1,0,,
7827,44586.68056,-1,0,,
7828,44586.6875,-1,0,,
7829,44586.69444,-1,0,,
7830,44586.70139,-2,0,,
7831,44586.70833,1,0,,
7832,44586.71528,1,0,,
7833,44586.72222,2,0,,
7834,44586.72917,2,0,,
7835,44586.73611,2,0,,
7836,44586.74306,1,0,,
7837,44586.75,-1,pos,,
7838,44586.75694,0,0,,
7839,44586.76389,0,0,,
7840,44586.77083,0,0,,
7841,44586.77778,0,0,,
7842,44586.78472,0,0,,
7843,44586.79167,1,0,,
7844,44586.79861,1,0,,
7845,44586.80556,2,0,,
7846,44586.8125,2,0,,
7847,44586.81944,1,0,,
7848,44586.82639,1,0,,
7849,44586.83333,3,0,,
7850,44586.84028,3,0,,
7851,44586.84722,4,0,,
7852,44586.85417,2,0,,
7853,44586.86111,3,0,,
7854,44586.86806,4,0,,
7855,44586.875,5,0,,
7856,44586.88194,5,0,,
7857,44586.88889,5,0,,
7858,44586.89583,7,0,,
7859,44586.90278,5,0,,
7860,44586.90972,5,0,,
7861,44586.91667,5,0,,
7862,44586.92361,7,0,,
7863,44586.93056,6,0,,
7864,44586.9375,6,0,,
7865,44586.94444,5,0,,
7866,44586.95139,4,0,,
7867,44586.95833,2,0,,
7868,44586.96528,2,0,,
7869,44586.97222,3,0,,
7870,44586.97917,2,0,,
7871,44586.98611,1,0,,
7872,44586.99306,0,0,,
7873,44587,-1,0,,
7874,44587.00694,2,0,,
7875,44587.01389,1,0,,
7876,44587.02083,1,0,,
7877,44587.02778,2,0,,
7878,44587.03472,1,0,,
7879,44587.04167,1,0,,
7880,44587.04861,3,0,,
7881,44587.05556,2,0,,
7882,44587.0625,-1,pos,,
7883,44587.06944,-1,0,,
7884,44587.07639,-2,0,,
7885,44587.08333,-1,0,,
7886,44587.09028,1,0,,
7887,44587.09722,0,0,,
7888,44587.10417,1,0,,
7889,44587.11111,0,0,,
7890,44587.11806,-1,0,,
7891,44587.125,-2,0,,
7892,44587.13194,-1,0,,
7893,44587.13889,1,0,,
7894,44587.14583,0,0,,
7895,44587.15278,1,0,,
7896,44587.15972,1,0,,
7897,44587.16667,-1,pos,,
7898,44587.17361,-2,0,,
7899,44587.18056,-1,0,,
7900,44587.1875,-3,0,,
7901,44587.19444,-3,0,,
7902,44587.20139,-2,0,,
7903,44587.20833,-2,0,,
7904,44587.21528,-1,0,,
7905,44587.22222,-3,0,,
7906,44587.22917,-4,0,,
7907,44587.23611,-4,0,,
7908,44587.24306,-3,0,,
7909,44587.25,-2,0,,
7910,44587.25694,-1,0,,
7911,44587.27083,-3,0,,
7912,44587.27814,-2,0,,
7913,44587.28472,-3,0,,
7914,44587.29167,-5,0,,
7915,44587.29861,-3,0,,
7916,44587.30556,-2,0,,
7917,44587.3125,-2,0,,
7918,44587.31944,-4,0,,
7919,44587.32639,-4,0,,
7920,44587.33333,-3,0,,
7921,44587.34029,-2,0,,
7922,44587.34722,0,0,,
7923,44587.35418,0,0,,
7924,44587.36111,1,0,,
7925,44587.36831,0,0,,
7926,44587.36806,1,0,,
7927,44587.37501,0,0,,
7928,44587.38194,1,0,,
7929,44587.38889,-2,pos,,
7930,44587.39583,-2,0,,
7931,44587.40278,-2,0,,
7932,44587.40972,-1,0,,
7933,44587.41667,0,0,,
7934,44587.42361,1,0,,
7935,44587.43056,1,0,,
7936,44587.4375,0,0,,
7937,44587.44444,-1,0,,
7938,44587.45139,-1,0,,
7939,44587.45833,2,0,,
7940,44587.46528,1,0,,
7941,44587.47222,3,0,,
7942,44587.47917,1,0,,
7943,44587.48611,2,0,,
7944,44587.49306,2,0,,
7945,44587.5,1,0,,
7946,44587.50694,2,0,,
7947,44587.51389,2,0,,
7948,44587.52083,1,0,,
7949,44587.52778,-1,pos,,
7950,44587.53472,-1,0,,
7951,44587.54167,-1,0,,
7952,44587.54861,0,0,,
7953,44587.55556,2,0,,
7954,44587.5625,0,0,,
7955,44587.56944,1,0,,
7956,44587.57639,1,0,,
7957,44587.58333,3,0,,
7958,44587.59028,2,0,,
7959,44587.59722,1,0,,
7960,44587.60417,5,0,,
7961,44587.61111,5,0,,
7962,44587.61806,5,0,,
7963,44587.625,3,0,,
7964,44587.63194,1,0,,
7965,44587.63889,6,0,,
7966,44587.64583,5,0,,
7967,44587.65278,3,0,,
7968,44587.65972,0,0,,
7969,44587.66667,2,0,,
7970,44587.67361,4,0,,
7971,44587.68056,3,0,,
7972,44587.6875,4,0,,
7973,44587.69444,7,0,,
7974,44587.70139,6,0,,
7975,44587.70833,4,0,,
7976,44587.71528,3,0,,
7977,44587.72222,2,0,,
7978,44587.72917,0,0,,
7979,44587.73611,1,0,,
7980,44587.74306,0,0,,
7981,44587.75,-2,0,,
7982,44587.75694,0,0,,
7983,44587.76389,-1,0,,
7984,44587.77083,0,0,,
7985,44587.77778,1,0,,
7986,44587.78472,1,0,,
7987,44587.79167,0,0,,
7988,44587.79861,1,0,,
7989,44587.80556,0,0,,
7990,44587.8125,-2,0,,
7991,44587.81944,-1,0,,
7992,44587.82639,-1,0,,
7993,44587.83333,0,0,,
7994,44587.84028,1,0,,
7995,44587.84722,0,0,,
7996,44587.85417,-1,0,,
7997,44587.86111,-1,0,,
7998,44587.86806,0,0,,
7999,44587.875,1,0,,
8000,44587.88194,2,0,,
8001,44587.88889,1,0,,
8002,44587.89583,0,0,,
8003,44587.90278,0,0,,
8004,44587.90972,0,0,,
8005,44587.91667,0,0,,
8006,44587.92361,0,0,,
8007,44587.93056,-1,0,,
8008,44587.9375,-1,0,,
8009,44587.94444,-1,0,,
8010,44587.95139,0,0,,
8011,44587.95833,1,0,,
8012,44587.96528,1,0,,
8013,44587.97222,0,0,,
8014,44587.97917,-2,0,,
8015,44587.98611,-3,0,,
8016,44587.99306,-3,0,,
8017,44588,-3,0,,
8018,44588.00694,-5,0,,
8019,44588.01389,-4,0,,
8020,44588.02083,-4,0,,
8021,44588.02778,-3,0,,
8022,44588.03472,-2,0,,
8023,44588.04167,-3,0,,
8024,44588.04861,-4,0,,
8025,44588.05556,-4,0,,
8026,44588.0625,-4,0,,
8027,44588.06944,-4,0,,
8028,44588.07639,-3,0,,
8029,44588.08333,-1,0,,
8030,44588.09028,1,0,,
8031,44588.09722,0,0,,
8032,44588.10417,1,0,,
8033,44588.11111,0,0,,
8034,44588.11806,0,0,,
8035,44588.125,1,0,,
8036,44588.13194,-2,pos,,
8037,44588.13889,-1,0,,
8038,44588.14583,-2,0,,
8039,44588.15278,0,0,,
8040,44588.15972,1,0,,
8041,44588.16667,0,0,,
8042,44588.17361,1,0,,
8043,44588.18056,0,0,,
8044,44588.1875,1,0,,
8045,44588.19444,-2,pos,,
8046,44588.20139,-2,0,,
8047,44588.20833,-2,0,,
8048,44588.21528,0,0,,
8049,44588.22222,1,0,,
8050,44588.22917,0,0,,
8051,44588.23611,-2,0,,
8052,44588.24306,-2,0,,
8053,44588.25,1,0,,
8054,44588.25694,0,0,,
8055,44588.26389,0,0,,
8056,44588.27083,-1,0,,
8057,44588.27778,-2,0,,
8058,44588.28472,1,0,,
8059,44588.29167,2,0,,
8060,44588.29861,3,0,,
8061,44588.30556,3,0,,
8062,44588.3125,3,0,,
8063,44588.31944,4,0,,
8064,44588.32639,5,0,,
8065,44588.33333,5,0,,
8066,44588.34028,5,0,,
8067,44588.34722,5,0,,
8068,44588.35417,5,0,,
8069,44588.36111,4,0,,
8070,44588.36806,4,0,,
8071,44588.375,4,0,,
8072,44588.38194,5,0,,
8073,44588.38889,3,0,,
8074,44588.39583,0,0,,
8075,44588.40278,0,0,,
8076,44588.40972,0,0,,
8077,44588.42361,-1,0,,
8078,44588.42361,-1,0,,
8079,44588.43056,-1,0,,
8080,44588.44444,1,0,,
8081,44588.45139,2,0,,
8082,44588.45139,0,0,,
8083,44588.46534,2,0,,
8084,44588.47222,-1,pos,,
8085,44588.47917,-2,0,,
8086,44588.48611,-1,0,,
8087,44588.48611,0,0,,
8088,44588.49306,0,0,,
8089,44588.50001,1,0,,
8090,44588.50694,0,0,,
8091,44588.51389,1,0,,
8092,44588.52083,0,0,,
8093,44588.52778,1,0,,
8094,44588.53472,-2,pos,,
8095,44588.54167,-5,0,,
8096,44588.54861,3,0,,
8097,44588.55556,4,0,,
8098,44588.5625,1,0,,
8099,44588.56944,1,0,,
8100,44588.57639,0,0,,
8101,44588.58333,-1,0,,
8102,44588.59028,-1,0,,
8103,44588.59722,-1,0,,
8104,44588.60417,1,0,,
8105,44588.61111,0,0,,
8106,44588.61807,1,0,,
8107,44588.625,0,0,,
8108,44588.63194,0,0,,
8109,44588.63889,1,0,,
8110,44588.646,-2,pos,,
8111,44588.65278,-1,0,,
8112,44588.65972,0,0,,
8113,44588.66667,0,0,,
8114,44588.67361,-1,0,,
8115,44588.68056,-1,0,,
8116,44588.6875,1,0,,
8117,44588.69444,1,0,,
8118,44588.70139,-1,pos,,
8119,44588.70833,-2,0,,
8120,44588.71528,1,0,,
8121,44588.72222,0,0,,
8122,44588.72917,0,0,,
8123,44588.73611,1,0,,
8124,44588.74306,0,0,,
8125,44588.75,0,0,,
8126,44588.75694,-1,0,,
8127,44588.76389,-3,0,,
8128,44588.77083,-1,0,,
8129,44588.77778,0,0,,
8130,44588.78472,0,0,,
8131,44588.79167,0,0,,
8132,44588.79861,1,0,,
8133,44588.80556,0,0,,
8134,44588.8125,0,0,,
8135,44588.81944,-2,0,,
8136,44588.82639,-1,0,,
8137,44588.83333,-2,0,,
8138,44588.84028,0,0,,
8139,44588.84722,-3,0,,
8140,44588.85417,-4,0,,
8141,44588.86111,-4,0,,
8142,44588.86806,-4,0,,
8143,44588.875,-2,0,,
8144,44588.88194,-2,0,,
8145,44588.88889,-2,0,,
8146,44588.89583,-1,0,,
8147,44588.90278,-3,0,,
8148,44588.90972,-3,0,,
8149,44588.91667,-4,0,,
8150,44588.92361,-2,0,,
8151,44588.93056,-1,0,,
8152,44588.9375,2,0,,
8153,44588.94444,3,0,,
8154,44588.95139,4,0,,
8155,44588.95837,5,0,,
8156,44588.96528,6,0,,
8157,44588.97222,7,0,,
8158,44588.97917,7,0,,
8159,44588.98611,4,0,,
8160,44588.99306,3,0,,
8161,44589,3,0,,
8162,44589.00694,3,0,,
8163,44589.01389,0,0,,
8164,44589.02083,1,0,,
8165,44589.02778,0,0,,
8166,44589.03472,1,0,,
8167,44589.04168,0,0,,
8168,44589.04861,0,0,,
8169,44589.05556,0,0,,
8170,44589.0625,-2,0,,
8171,44589.06944,0,0,,
8172,44589.07639,-1,0,,
8173,44589.08333,0,0,,
8174,44589.09028,1,0,,
8175,44589.09722,0,0,,
8176,44589.10417,0,0,,
8177,44589.11111,-2,0,,
8178,44589.11806,-3,0,,
8179,44589.125,1,0,,
8180,44589.13194,1,0,,
8181,44589.13889,1,0,,
8182,44589.14583,0,0,,
8183,44589.15278,0,0,,
8184,44589.15972,0,0,,
8185,44589.16667,0,0,,
8186,44589.17361,0,0,,
8187,44589.18056,0,0,,
8188,44589.1875,0,0,,
8189,44589.19444,0,0,,
8190,44589.20139,0,0,,
8191,44589.20833,0,0,,
8192,44589.21528,0,0,,
8193,44589.22222,0,0,,
8194,44589.22917,0,0,,
8195,44589.23611,0,0,,
8196,44589.24306,0,0,,
8197,44589.25,2,0,,
8198,44589.25694,0,0,,
8199,44589.26389,0,0,,
8200,44589.27083,-1,0,,
8201,44589.27778,0,0,,
8202,44589.28472,-1,0,,
8203,44589.29167,0,0,,
8204,44589.29861,0,0,,
8205,44589.30556,-1,0,,
8206,44589.3125,0,0,,
8207,44589.31944,0,0,,
8208,44589.31944,0,0,,
8209,44589.32639,-1,0,,
8210,44589.33333,0,0,,
8211,44589.34028,0,0,,
8212,44589.34722,0,0,,
8213,44589.35417,0,0,,
8214,44589.36111,0,0,,
8215,44589.36806,0,0,,
8216,44589.375,-2,0,,
8217,44589.38194,-1,0,,
8218,44589.38889,2,0,,
8219,44589.39583,0,0,,
8220,44589.40278,0,0,,
8221,44589.40972,0,0,,
8222,44589.41667,1,0,,
8223,44589.42361,3,0,,
8224,44589.43056,1,0,,
8225,44589.43751,0,0,,
8226,44589.44473,0,0,,
8227,44589.45139,-1,0,,
8228,44589.45139,0,0,,
8229,44589.45833,0,0,,
8230,44589.46528,1,0,,
8231,44589.47222,0,0,,
8232,44589.47917,0,0,,
8233,44589.48611,1,0,,
8234,44589.49306,-2,pos,,
8235,44589.5,-1,0,,
8236,44589.50694,-1,0,,
8237,44589.51389,0,0,,
8238,44589.52083,1,0,,
8239,44589.52778,-1,pos,,
8240,44589.53472,0,0,,
8241,44589.54167,2,0,,
8242,44589.54861,1,0,,
8243,44589.55556,1,0,,
8244,44589.5625,0,0,,
8245,44589.56944,-2,0,,
8246,44589.57639,0,0,,
8247,44589.58333,0,0,,
8248,44589.59028,-1,0,,
8249,44589.59722,0,0,,
8250,44589.60417,-1,0,,
8251,44589.61111,-1,0,,
8252,44589.61806,1,0,,
8253,44589.625,0,0,,
8254,44589.63194,0,0,,
8255,44589.63889,1,0,,
8256,44589.64583,2,0,,
8257,44589.65278,0,0,,
8258,44589.65972,-1,0,,
8259,44589.66667,1,0,,
8260,44589.67361,0,0,,
8261,44589.68056,0,0,,
8262,44589.6875,1,0,,
8263,44589.69444,0,0,,
8264,44589.70139,0,0,,
8265,44589.70833,-2,0,,
8266,44589.71528,-1,0,,
8267,44589.72222,-1,0,,
8268,44589.72917,2,0,,
8269,44589.73611,1,0,,
8270,44589.74306,0,0,,
8271,44589.75,1,0,,
8272,44589.75694,-2,pos,,
8273,44589.76389,-1,0,,
8274,44589.77083,0,0,,
8275,44589.77778,1,0,,
8276,44589.78472,1,0,,
8277,44589.79167,-1,pos,,
8278,44589.79861,-1,0,,
8279,44589.80556,1,0,,
8280,44589.8125,1,0,,
8281,44589.81944,-1,pos,,
8282,44589.82639,-1,0,,
8283,44589.83333,1,0,,
8284,44589.84028,1,0,,
8285,44589.84722,1,0,,
8286,44589.85417,-2,pos,,
8287,44589.86111,1,0,,
8288,44589.86806,1,0,,
8289,44589.875,0,0,,
8290,44589.88194,-1,0,,
8291,44589.88889,-1,0,,
8292,44589.89583,-1,0,,
8293,44589.90278,0,0,,
8294,44589.90972,0,0,,
8295,44589.91667,0,0,,
8296,44589.92361,0,0,,
8297,44589.93056,1,0,,
8298,44589.9375,1,0,,
8299,44589.94444,0,0,,
8300,44589.95139,0,0,,
8301,44589.95833,-2,0,,
8302,44589.96528,0,0,,
8303,44589.97222,1,0,,
8304,44589.97917,1,0,,
8305,44589.98611,-1,pos,,
8306,44589.99306,1,0,,
8307,44590,1,0,,
8308,44590.00694,0,0,,
8309,44590.01389,0,0,,
8310,44590.02083,1,0,,
8311,44590.02778,0,0,,
8312,44590.03472,0,0,,
8313,44590.04167,1,0,,
8314,44590.04861,0,0,,
8315,44590.05556,0,0,,
8316,44590.0625,-2,0,,
8317,44590.06944,-1,0,,
8318,44590.07639,-1,0,,
8319,44590.08333,-1,0,,
8320,44590.09028,1,0,,
8321,44590.09722,1,0,,
8322,44590.10417,1,0,,
8323,44590.11111,0,0,,
8324,44590.11806,-1,0,,
8325,44590.125,-1,0,,
8326,44590.13194,-1,0,,
8327,44590.13889,-1,0,,
8328,44590.14583,0,0,,
8329,44590.15278,-1,0,,
8330,44590.15972,-1,0,,
8331,44590.16667,-1,0,,
8332,44590.17361,-1,0,,
8333,44590.18056,-2,0,,
8334,44590.1875,-3,0,,
8335,44590.19444,-1,0,,
8336,44590.20139,0,0,,
8337,44590.20833,-1,0,,
8338,44590.21528,0,0,,
8339,44590.22222,-3,0,,
8340,44590.22917,-2,0,,
8341,44590.23611,-2,0,,
8342,44590.24306,-1,0,,
8343,44590.25694,0,0,,
8344,44590.26389,-1,0,,
8345,44590.27083,-1,0,,
8346,44590.27778,-2,0,,
8347,44590.28472,-2,0,,
8348,44590.29167,0,0,,
8349,44590.29861,0,0,,
8350,44590.30556,-1,0,,
8351,44590.3125,1,0,,
8352,44590.31944,1,0,,
8353,44590.32639,2,0,,
8354,44590.33333,1,0,,
8355,44590.34028,2,0,,
8356,44590.34722,2,0,,
8357,44590.35417,2,0,,
8358,44590.35417,1,0,,
8359,44590.36111,2,0,,
8360,44590.36806,2,0,,
8361,44590.375,2,0,,
8362,44590.38194,2,0,,
8363,44590.38889,2,0,,
8364,44590.39583,1,0,,
8365,44590.40278,2,0,,
8366,44590.40972,1,0,,
8367,44590.41667,2,0,,
8368,44590.42361,1,0,,
8369,44590.43056,0,0,,
8370,44590.4375,0,0,,
8371,44590.44444,1,0,,
8372,44590.45139,0,0,,
8373,44590.45833,1,0,,
8374,44590.46528,0,0,,
8375,44590.47222,-1,0,,
8376,44590.47917,-2,0,,
8377,44590.48611,-1,0,,
8378,44590.49306,1,0,,
8379,44590.5,1,0,,
8380,44590.50694,0,0,,
8381,44590.51389,-1,0,,
8382,44590.52083,-1,0,,
8383,44590.52778,0,0,,
8384,44590.53472,1,0,,
8385,44590.54167,2,0,,
8386,44590.54861,0,0,,
8387,44590.55556,1,0,,
8388,44590.5625,1,0,,
8389,44590.56944,-1,pos,,
8390,44590.57639,-2,0,,
8391,44590.58333,-5,0,,
8392,44590.59028,-3,0,,
8393,44590.59722,0,0,,
8394,44590.60417,1,0,,
8395,44590.61111,0,0,,
8396,44590.61806,0,0,,
8397,44590.625,0,0,,
8398,44590.63194,1,0,,
8399,44590.63889,0,0,,
8400,44590.64583,-3,0,,
8401,44590.65278,-2,0,,
8402,44590.65972,-2,0,,
8403,44590.66667,1,0,,
8404,44590.67361,0,0,,
8405,44590.68056,0,0,,
8406,44590.6875,0,0,,
8407,44590.69444,0,0,,
8408,44590.70139,0,0,,
8409,44590.70833,0,0,,
8410,44590.71528,0,0,,
8411,44590.72222,0,0,,
8412,44590.72917,0,0,,
8413,44590.73611,1,0,,
8414,44590.74306,0,0,,
8415,44590.75,0,0,,
8416,44590.75694,2,0,,
8417,44590.76389,2,0,,
8418,44590.77083,3,0,,
8419,44590.77778,2,0,,
8420,44590.78472,1,0,,
8421,44590.79167,2,0,,
8422,44590.79861,1,0,,
8423,44590.80556,1,0,,
8424,44590.8125,0,0,,
8425,44590.81944,1,0,,
8426,44590.82639,0,0,,
8427,44590.83333,1,0,,
8428,44590.84028,0,0,,
8429,44590.84722,1,0,,
8430,44590.85417,0,0,,
8431,44590.86111,0,0,,
8432,44590.86806,1,0,,
8433,44590.875,0,0,,
8434,44590.88194,0,0,,
8435,44590.88889,0,0,,
8436,44590.89583,0,0,,
8437,44590.90278,1,0,,
8438,44590.90972,0,0,,
8439,44590.91667,0,0,,
8440,44590.92361,0,0,,
8441,44590.93056,0,0,,
8442,44590.9375,0,0,,
8443,44590.94444,0,0,,
8444,44590.95139,0,0,,
8445,44590.95833,0,0,,
8446,44590.96528,0,0,,
8447,44590.97222,0,0,,
8448,44590.97917,0,0,,
8449,44590.98611,0,0,,
8450,44590.99306,0,0,,
8451,44591,0,0,,
8452,44591.00694,0,0,,
8453,44591.01389,0,0,,
8454,44591.02083,0,0,,
8455,44591.02778,0,0,,
8456,44591.03472,0,0,,
8457,44591.04167,0,0,,
8458,44591.04861,0,0,,
8459,44591.05556,0,0,,
8460,44591.0625,0,0,,
8461,44591.06944,0,0,,
8462,44591.07639,0,0,,
8463,44591.08333,0,0,,
8464,44591.09028,0,0,,
8465,44591.09722,0,0,,
8466,44591.10417,0,0,,
8467,44591.11111,0,0,,
8468,44591.11806,0,0,,
8469,44591.125,0,0,,
8470,44591.13194,0,0,,
8471,44591.13889,0,0,,
8472,44591.14583,0,0,,
8473,44591.15278,0,0,,
8474,44591.15972,0,0,,
8475,44591.16667,0,0,,
8476,44591.17361,0,0,,
8477,44591.18056,0,0,,
8478,44591.1875,0,0,,
8479,44591.19444,0,0,,
8480,44591.20139,0,0,,
8481,44591.20833,0,0,,
8482,44591.2153,0,0,,
8483,44591.22222,0,0,,
8484,44591.22917,0,0,,
8485,44591.23611,0,0,,
8486,44591.24306,0,0,,
8487,44591.25,0,0,,
8488,44591.25694,1,0,,
8489,44591.26389,-1,pos,,
8490,44591.27083,0,0,,
8491,44591.27778,0,0,,
8492,44591.28472,0,0,,
8493,44591.29167,0,0,,
8494,44591.29861,0,0,,
8495,44591.30556,1,0,,
8496,44591.3125,0,0,,
8497,44591.31944,0,0,,
8498,44591.32639,-1,0,,
8499,44591.33333,0,0,,
8500,44591.34028,1,0,,
8501,44591.34722,-1,pos,,
8502,44591.35417,0,0,,
8503,44591.36111,0,0,,
8504,44591.36806,1,0,,
8505,44591.375,0,0,,
8506,44591.38194,-1,0,,
8507,44591.38889,0,0,,
